Variable,UNIT,COU,Country,Year,Value
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2013,4.4
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2014,4.2
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2015,4.2
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2016,4.1
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2017,4.0
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2018,4.0
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2019,4.0
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,SVN,Slovenia,2020,3.8
C02-Antihypertensives,NBPYEANB,AUS,Australia,2010,6.1
C02-Antihypertensives,NBPYEANB,AUS,Australia,2011,6.6
C02-Antihypertensives,NBPYEANB,AUS,Australia,2012,7.1
C02-Antihypertensives,NBPYEANB,AUS,Australia,2013,7.5
C02-Antihypertensives,NBPYEANB,AUS,Australia,2014,7.8
C02-Antihypertensives,NBPYEANB,AUS,Australia,2015,7.8
C02-Antihypertensives,NBPYEANB,AUS,Australia,2016,8.0
C02-Antihypertensives,NBPYEANB,AUS,Australia,2017,8.0
C02-Antihypertensives,NBPYEANB,AUS,Australia,2018,8.2
C02-Antihypertensives,NBPYEANB,AUS,Australia,2019,8.6
C02-Antihypertensives,NBPYEANB,AUS,Australia,2020,9.2
C02-Antihypertensives,NBPYEANB,AUT,Austria,2010,9.9
C02-Antihypertensives,NBPYEANB,AUT,Austria,2011,9.7
C02-Antihypertensives,NBPYEANB,AUT,Austria,2012,9.3
C02-Antihypertensives,NBPYEANB,AUT,Austria,2013,8.9
C02-Antihypertensives,NBPYEANB,AUT,Austria,2014,8.4
C02-Antihypertensives,NBPYEANB,AUT,Austria,2015,8.0
C02-Antihypertensives,NBPYEANB,AUT,Austria,2016,7.7
C02-Antihypertensives,NBPYEANB,AUT,Austria,2017,7.4
C02-Antihypertensives,NBPYEANB,AUT,Austria,2018,7.3
C02-Antihypertensives,NBPYEANB,AUT,Austria,2019,7.4
C02-Antihypertensives,NBPYEANB,AUT,Austria,2020,7.4
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2010,6.8
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2011,6.8
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2012,6.7
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2013,6.6
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2014,6.5
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2015,6.5
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2016,6.5
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2017,6.3
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2018,6.2
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2019,6.2
C02-Antihypertensives,NBPYEANB,BEL,Belgium,2020,6.2
C02-Antihypertensives,NBPYEANB,CAN,Canada,2010,1.7
C02-Antihypertensives,NBPYEANB,CAN,Canada,2011,1.7
C02-Antihypertensives,NBPYEANB,CAN,Canada,2012,1.8
C02-Antihypertensives,NBPYEANB,CAN,Canada,2013,1.9
C02-Antihypertensives,NBPYEANB,CAN,Canada,2014,1.9
C02-Antihypertensives,NBPYEANB,CAN,Canada,2015,1.9
C02-Antihypertensives,NBPYEANB,CAN,Canada,2016,2.2
C02-Antihypertensives,NBPYEANB,CAN,Canada,2017,2.4
C02-Antihypertensives,NBPYEANB,CAN,Canada,2018,2.7
C02-Antihypertensives,NBPYEANB,CAN,Canada,2019,2.9
C02-Antihypertensives,NBPYEANB,CAN,Canada,2020,3.2
C02-Antihypertensives,NBPYEANB,CAN,Canada,2021,3.6
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2010,11.6
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2011,12.3
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2012,13.1
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2013,13.2
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2014,13.6
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2015,13.3
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2016,13.2
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2017,12.8
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2018,12.2
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2019,12.0
C02-Antihypertensives,NBPYEANB,CZE,Czech Republic,2020,11.4
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2010,3.0
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2011,3.1
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2012,3.1
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2013,3.1
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2014,3.1
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2015,3.0
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2016,3.0
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2017,3.0
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2018,3.1
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2019,3.2
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2020,3.4
C02-Antihypertensives,NBPYEANB,DNK,Denmark,2021,3.7
C02-Antihypertensives,NBPYEANB,FIN,Finland,2010,2.9
C02-Antihypertensives,NBPYEANB,FIN,Finland,2011,2.8
C02-Antihypertensives,NBPYEANB,FIN,Finland,2012,2.9
C02-Antihypertensives,NBPYEANB,FIN,Finland,2013,2.9
C02-Antihypertensives,NBPYEANB,FIN,Finland,2014,2.9
C02-Antihypertensives,NBPYEANB,FIN,Finland,2015,2.9
C02-Antihypertensives,NBPYEANB,FIN,Finland,2016,3.0
C02-Antihypertensives,NBPYEANB,FIN,Finland,2017,3.0
C02-Antihypertensives,NBPYEANB,FIN,Finland,2018,3.0
C02-Antihypertensives,NBPYEANB,FIN,Finland,2019,3.2
C02-Antihypertensives,NBPYEANB,FIN,Finland,2020,3.2
C02-Antihypertensives,NBPYEANB,FRA,France,2010,11.9
C02-Antihypertensives,NBPYEANB,FRA,France,2011,10.4
C02-Antihypertensives,NBPYEANB,FRA,France,2012,10.8
C02-Antihypertensives,NBPYEANB,FRA,France,2013,10.6
C02-Antihypertensives,NBPYEANB,FRA,France,2014,10.5
C02-Antihypertensives,NBPYEANB,FRA,France,2015,10.2
C02-Antihypertensives,NBPYEANB,FRA,France,2016,9.9
C02-Antihypertensives,NBPYEANB,FRA,France,2017,9.5
C02-Antihypertensives,NBPYEANB,FRA,France,2018,9.4
C02-Antihypertensives,NBPYEANB,FRA,France,2019,9.5
C02-Antihypertensives,NBPYEANB,FRA,France,2020,8.9
C02-Antihypertensives,NBPYEANB,DEU,Germany,2010,13.5
C02-Antihypertensives,NBPYEANB,DEU,Germany,2011,13.4
C02-Antihypertensives,NBPYEANB,DEU,Germany,2012,13.5
C02-Antihypertensives,NBPYEANB,DEU,Germany,2013,13.5
C02-Antihypertensives,NBPYEANB,DEU,Germany,2014,13.7
C02-Antihypertensives,NBPYEANB,DEU,Germany,2015,13.6
C02-Antihypertensives,NBPYEANB,DEU,Germany,2016,13.6
C02-Antihypertensives,NBPYEANB,DEU,Germany,2017,13.4
C02-Antihypertensives,NBPYEANB,DEU,Germany,2018,13.5
C02-Antihypertensives,NBPYEANB,DEU,Germany,2019,14.0
C02-Antihypertensives,NBPYEANB,DEU,Germany,2020,14.3
C02-Antihypertensives,NBPYEANB,GRC,Greece,2013,5.1
C02-Antihypertensives,NBPYEANB,GRC,Greece,2014,5.1
C02-Antihypertensives,NBPYEANB,GRC,Greece,2015,5.3
C02-Antihypertensives,NBPYEANB,GRC,Greece,2017,5.7
C02-Antihypertensives,NBPYEANB,GRC,Greece,2018,5.9
C02-Antihypertensives,NBPYEANB,GRC,Greece,2019,6.0
C02-Antihypertensives,NBPYEANB,GRC,Greece,2020,6.2
C02-Antihypertensives,NBPYEANB,GRC,Greece,2021,6.4
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2010,24.7
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2011,25.2
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2012,25.4
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2013,26.7
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2014,28.3
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2015,29.8
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2016,31.0
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2017,32.3
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2018,33.4
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2019,34.8
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2020,37.2
C02-Antihypertensives,NBPYEANB,HUN,Hungary,2021,35.7
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2010,1.8
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2011,2.1
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2012,2.2
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2013,2.3
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2014,2.2
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2015,2.4
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2016,2.5
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2017,2.8
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2018,2.7
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2019,2.9
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2020,2.8
C02-Antihypertensives,NBPYEANB,ISL,Iceland,2021,3.0
C02-Antihypertensives,NBPYEANB,ITA,Italy,2011,10.0
C02-Antihypertensives,NBPYEANB,ITA,Italy,2012,9.7
C02-Antihypertensives,NBPYEANB,ITA,Italy,2013,10.2
C02-Antihypertensives,NBPYEANB,ITA,Italy,2014,10.1
C02-Antihypertensives,NBPYEANB,ITA,Italy,2015,9.9
C02-Antihypertensives,NBPYEANB,ITA,Italy,2016,9.9
C02-Antihypertensives,NBPYEANB,ITA,Italy,2017,9.6
C02-Antihypertensives,NBPYEANB,ITA,Italy,2018,9.5
C02-Antihypertensives,NBPYEANB,ITA,Italy,2019,9.4
C02-Antihypertensives,NBPYEANB,ITA,Italy,2020,9.5
C02-Antihypertensives,NBPYEANB,ITA,Italy,2021,9.4
C02-Antihypertensives,NBPYEANB,KOR,Korea,2010,2.5
C02-Antihypertensives,NBPYEANB,KOR,Korea,2011,2.5
C02-Antihypertensives,NBPYEANB,KOR,Korea,2012,2.5
C02-Antihypertensives,NBPYEANB,KOR,Korea,2013,2.5
C02-Antihypertensives,NBPYEANB,KOR,Korea,2014,2.3
C02-Antihypertensives,NBPYEANB,KOR,Korea,2015,2.2
C02-Antihypertensives,NBPYEANB,KOR,Korea,2016,2.0
C02-Antihypertensives,NBPYEANB,KOR,Korea,2017,1.9
C02-Antihypertensives,NBPYEANB,KOR,Korea,2018,1.9
C02-Antihypertensives,NBPYEANB,KOR,Korea,2019,1.8
C02-Antihypertensives,NBPYEANB,KOR,Korea,2020,1.9
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2010,4.7
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2011,4.7
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2012,4.9
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2013,4.9
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2014,5.0
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2015,5.1
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2016,5.2
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2017,5.2
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2018,5.3
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2019,5.2
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2020,5.0
C02-Antihypertensives,NBPYEANB,LUX,Luxembourg,2021,6.1
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2010,3.4
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2011,3.4
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2012,3.5
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2013,3.4
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2014,3.3
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2015,3.3
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2016,3.2
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2017,3.2
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2018,3.2
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2019,3.2
C02-Antihypertensives,NBPYEANB,NLD,Netherlands,2020,3.1
C02-Antihypertensives,NBPYEANB,NOR,Norway,2010,4.3
C02-Antihypertensives,NBPYEANB,NOR,Norway,2011,4.4
C02-Antihypertensives,NBPYEANB,NOR,Norway,2012,4.3
C02-Antihypertensives,NBPYEANB,NOR,Norway,2013,4.2
C02-Antihypertensives,NBPYEANB,NOR,Norway,2014,4.1
C02-Antihypertensives,NBPYEANB,NOR,Norway,2015,4.1
C02-Antihypertensives,NBPYEANB,NOR,Norway,2016,4.0
C02-Antihypertensives,NBPYEANB,NOR,Norway,2017,4.1
C02-Antihypertensives,NBPYEANB,NOR,Norway,2018,3.7
C02-Antihypertensives,NBPYEANB,NOR,Norway,2019,3.8
C02-Antihypertensives,NBPYEANB,NOR,Norway,2020,3.5
C02-Antihypertensives,NBPYEANB,NOR,Norway,2021,3.7
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2010,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2011,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2012,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2013,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2014,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2015,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2016,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2017,1.2
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2018,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2019,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2020,1.1
C02-Antihypertensives,NBPYEANB,PRT,Portugal,2021,1.1
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2010,24.2
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2011,27.0
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2012,27.9
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2013,32.5
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2014,33.6
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2015,33.7
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2016,20.6
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2017,20.0
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2018,19.8
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2019,21.2
C02-Antihypertensives,NBPYEANB,SVK,Slovak Republic,2020,20.5
C02-Antihypertensives,NBPYEANB,ESP,Spain,2010,9.1
C02-Antihypertensives,NBPYEANB,ESP,Spain,2011,8.8
C02-Antihypertensives,NBPYEANB,ESP,Spain,2012,8.6
C02-Antihypertensives,NBPYEANB,ESP,Spain,2013,8.5
C02-Antihypertensives,NBPYEANB,ESP,Spain,2014,8.9
C02-Antihypertensives,NBPYEANB,ESP,Spain,2015,8.8
C02-Antihypertensives,NBPYEANB,ESP,Spain,2016,8.9
C02-Antihypertensives,NBPYEANB,ESP,Spain,2017,8.9
C02-Antihypertensives,NBPYEANB,ESP,Spain,2018,9.1
C02-Antihypertensives,NBPYEANB,ESP,Spain,2019,9.1
C02-Antihypertensives,NBPYEANB,ESP,Spain,2020,9.1
C02-Antihypertensives,NBPYEANB,ESP,Spain,2021,9.1
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2010,2.5
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2011,2.5
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2012,2.5
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2013,2.7
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2014,2.8
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2015,3.0
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2016,3.2
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2017,3.4
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2018,3.7
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2019,3.5
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2020,4.0
C02-Antihypertensives,NBPYEANB,SWE,Sweden,2021,4.4
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2010,2.4
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2011,2.8
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2012,3.1
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2013,3.3
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2014,3.6
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2015,3.7
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2016,3.5
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2017,3.7
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2018,3.7
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2019,3.7
C02-Antihypertensives,NBPYEANB,TUR,Türkiye,2020,4.2
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2010,15.2
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2011,14.9
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2012,14.7
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2013,14.0
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2014,13.9
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2015,13.8
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2016,13.7
C02-Antihypertensives,NBPYEANB,GBR,United Kingdom,2017,13.6
C02-Antihypertensives,NBPYEANB,CHL,Chile,2011,1.1
C02-Antihypertensives,NBPYEANB,CHL,Chile,2012,1.6
C02-Antihypertensives,NBPYEANB,CHL,Chile,2013,2.2
C02-Antihypertensives,NBPYEANB,CHL,Chile,2014,2.4
C02-Antihypertensives,NBPYEANB,CHL,Chile,2015,2.4
C02-Antihypertensives,NBPYEANB,CHL,Chile,2016,2.6
C02-Antihypertensives,NBPYEANB,CHL,Chile,2017,2.6
C02-Antihypertensives,NBPYEANB,CHL,Chile,2018,2.1
C02-Antihypertensives,NBPYEANB,CHL,Chile,2019,2.6
C02-Antihypertensives,NBPYEANB,CHL,Chile,2020,4.0
C02-Antihypertensives,NBPYEANB,CHL,Chile,2021,4.8
C02-Antihypertensives,NBPYEANB,EST,Estonia,2010,3.4
C02-Antihypertensives,NBPYEANB,EST,Estonia,2011,3.5
C02-Antihypertensives,NBPYEANB,EST,Estonia,2012,3.8
C02-Antihypertensives,NBPYEANB,EST,Estonia,2013,3.8
C02-Antihypertensives,NBPYEANB,EST,Estonia,2014,3.9
C02-Antihypertensives,NBPYEANB,EST,Estonia,2015,3.8
C02-Antihypertensives,NBPYEANB,EST,Estonia,2016,3.9
C02-Antihypertensives,NBPYEANB,EST,Estonia,2017,3.9
C02-Antihypertensives,NBPYEANB,EST,Estonia,2018,3.9
C02-Antihypertensives,NBPYEANB,EST,Estonia,2019,3.8
C02-Antihypertensives,NBPYEANB,EST,Estonia,2020,4.0
C02-Antihypertensives,NBPYEANB,EST,Estonia,2021,3.7
C02-Antihypertensives,NBPYEANB,ISR,Israel,2012,7.1
C02-Antihypertensives,NBPYEANB,ISR,Israel,2014,6.8
C02-Antihypertensives,NBPYEANB,ISR,Israel,2015,6.7
C02-Antihypertensives,NBPYEANB,ISR,Israel,2016,6.7
C02-Antihypertensives,NBPYEANB,ISR,Israel,2017,6.6
C02-Antihypertensives,NBPYEANB,ISR,Israel,2018,6.4
C02-Antihypertensives,NBPYEANB,ISR,Israel,2019,6.5
C02-Antihypertensives,NBPYEANB,ISR,Israel,2020,6.5
C02-Antihypertensives,NBPYEANB,ISR,Israel,2021,6.2
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2010,14.2
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2011,15.1
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2012,15.1
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2013,15.1
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2014,14.9
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2015,14.8
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2016,14.9
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2017,15.0
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2018,14.8
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2019,14.9
C02-Antihypertensives,NBPYEANB,SVN,Slovenia,2020,15.0
C03-Diuretics,NBPYEANB,AUS,Australia,2010,26.6
C03-Diuretics,NBPYEANB,AUS,Australia,2011,26.3
C03-Diuretics,NBPYEANB,AUS,Australia,2012,26.3
C03-Diuretics,NBPYEANB,AUS,Australia,2013,26.3
C03-Diuretics,NBPYEANB,AUS,Australia,2014,26.1
C03-Diuretics,NBPYEANB,AUS,Australia,2015,25.7
C03-Diuretics,NBPYEANB,AUS,Australia,2016,25.2
C03-Diuretics,NBPYEANB,AUS,Australia,2017,25.2
C03-Diuretics,NBPYEANB,AUS,Australia,2018,24.9
C03-Diuretics,NBPYEANB,AUS,Australia,2019,24.6
C03-Diuretics,NBPYEANB,AUS,Australia,2020,25.3
C03-Diuretics,NBPYEANB,AUT,Austria,2010,18.5
C03-Diuretics,NBPYEANB,AUT,Austria,2011,17.8
C03-Diuretics,NBPYEANB,AUT,Austria,2012,17.4
C03-Diuretics,NBPYEANB,AUT,Austria,2013,17.2
C03-Diuretics,NBPYEANB,AUT,Austria,2014,18.2
C03-Diuretics,NBPYEANB,AUT,Austria,2015,16.9
C03-Diuretics,NBPYEANB,AUT,Austria,2016,16.5
C03-Diuretics,NBPYEANB,AUT,Austria,2017,19.1
C03-Diuretics,NBPYEANB,AUT,Austria,2018,18.7
C03-Diuretics,NBPYEANB,AUT,Austria,2019,18.9
C03-Diuretics,NBPYEANB,AUT,Austria,2020,19.1
C03-Diuretics,NBPYEANB,BEL,Belgium,2010,45.9
C03-Diuretics,NBPYEANB,BEL,Belgium,2011,44.0
C03-Diuretics,NBPYEANB,BEL,Belgium,2012,43.3
C03-Diuretics,NBPYEANB,BEL,Belgium,2013,42.0
C03-Diuretics,NBPYEANB,BEL,Belgium,2014,41.2
C03-Diuretics,NBPYEANB,BEL,Belgium,2015,40.6
C03-Diuretics,NBPYEANB,BEL,Belgium,2016,39.9
C03-Diuretics,NBPYEANB,BEL,Belgium,2017,38.6
C03-Diuretics,NBPYEANB,BEL,Belgium,2018,37.4
C03-Diuretics,NBPYEANB,BEL,Belgium,2019,34.1
C03-Diuretics,NBPYEANB,BEL,Belgium,2020,34.2
C03-Diuretics,NBPYEANB,CAN,Canada,2010,49.4
C03-Diuretics,NBPYEANB,CAN,Canada,2011,49.7
C03-Diuretics,NBPYEANB,CAN,Canada,2012,48.0
C03-Diuretics,NBPYEANB,CAN,Canada,2013,46.1
C03-Diuretics,NBPYEANB,CAN,Canada,2014,44.8
C03-Diuretics,NBPYEANB,CAN,Canada,2015,43.4
C03-Diuretics,NBPYEANB,CAN,Canada,2016,42.7
C03-Diuretics,NBPYEANB,CAN,Canada,2017,42.0
C03-Diuretics,NBPYEANB,CAN,Canada,2018,42.2
C03-Diuretics,NBPYEANB,CAN,Canada,2019,41.9
C03-Diuretics,NBPYEANB,CAN,Canada,2020,41.7
C03-Diuretics,NBPYEANB,CAN,Canada,2021,40.7
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2010,43.8
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2011,43.4
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2012,44.6
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2013,45.5
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2014,47.3
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2015,49.0
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2016,47.9
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2017,48.1
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2018,47.6
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2019,49.5
C03-Diuretics,NBPYEANB,CZE,Czech Republic,2020,48.0
C03-Diuretics,NBPYEANB,DNK,Denmark,2010,108.5
C03-Diuretics,NBPYEANB,DNK,Denmark,2011,102.6
C03-Diuretics,NBPYEANB,DNK,Denmark,2012,98.6
C03-Diuretics,NBPYEANB,DNK,Denmark,2013,97.0
C03-Diuretics,NBPYEANB,DNK,Denmark,2014,94.0
C03-Diuretics,NBPYEANB,DNK,Denmark,2015,90.1
C03-Diuretics,NBPYEANB,DNK,Denmark,2016,87.2
C03-Diuretics,NBPYEANB,DNK,Denmark,2017,83.2
C03-Diuretics,NBPYEANB,DNK,Denmark,2018,81.9
C03-Diuretics,NBPYEANB,DNK,Denmark,2019,83.8
C03-Diuretics,NBPYEANB,DNK,Denmark,2020,83.5
C03-Diuretics,NBPYEANB,DNK,Denmark,2021,80.3
C03-Diuretics,NBPYEANB,FIN,Finland,2010,61.6
C03-Diuretics,NBPYEANB,FIN,Finland,2011,59.8
C03-Diuretics,NBPYEANB,FIN,Finland,2012,58.5
C03-Diuretics,NBPYEANB,FIN,Finland,2013,57.4
C03-Diuretics,NBPYEANB,FIN,Finland,2014,56.1
C03-Diuretics,NBPYEANB,FIN,Finland,2015,54.3
C03-Diuretics,NBPYEANB,FIN,Finland,2016,52.8
C03-Diuretics,NBPYEANB,FIN,Finland,2017,51.7
C03-Diuretics,NBPYEANB,FIN,Finland,2018,51.4
C03-Diuretics,NBPYEANB,FIN,Finland,2019,51.4
C03-Diuretics,NBPYEANB,FIN,Finland,2020,50.5
C03-Diuretics,NBPYEANB,FRA,France,2010,48.6
C03-Diuretics,NBPYEANB,FRA,France,2011,47.8
C03-Diuretics,NBPYEANB,FRA,France,2012,47.0
C03-Diuretics,NBPYEANB,FRA,France,2013,48.3
C03-Diuretics,NBPYEANB,FRA,France,2014,48.5
C03-Diuretics,NBPYEANB,FRA,France,2015,49.0
C03-Diuretics,NBPYEANB,FRA,France,2016,51.4
C03-Diuretics,NBPYEANB,FRA,France,2017,50.0
C03-Diuretics,NBPYEANB,FRA,France,2018,48.5
C03-Diuretics,NBPYEANB,FRA,France,2019,51.7
C03-Diuretics,NBPYEANB,FRA,France,2020,50.1
C03-Diuretics,NBPYEANB,DEU,Germany,2010,76.8
C03-Diuretics,NBPYEANB,DEU,Germany,2011,76.3
C03-Diuretics,NBPYEANB,DEU,Germany,2012,75.1
C03-Diuretics,NBPYEANB,DEU,Germany,2013,73.9
C03-Diuretics,NBPYEANB,DEU,Germany,2014,74.1
C03-Diuretics,NBPYEANB,DEU,Germany,2015,72.5
C03-Diuretics,NBPYEANB,DEU,Germany,2016,71.5
C03-Diuretics,NBPYEANB,DEU,Germany,2017,69.6
